Nahráno na Disk GS,Název souboru v databázi,ID písně,Název písně,v archivu,downloaded
,ol234.mp3,3014,"Duše má, chval Hospodina.",not available,false
,ol235.pdf,3016,Budu kráčet před Hospodinem v zemi živých.,not available,false
,ol235.mp3,3016,Budu kráčet před Hospodinem v zemi živých.,not available,false
,ol238.pdf,3019,Pán mě udržuje naživu.,not available,false
,ol238.mp3,3019,Pán mě udržuje naživu.,not available,false
,ol240.pdf,3021,"Hospodinovy předpisy jsou správné, působí radost v srdci.",not available,false
,ol240.mp3,3021,"Hospodinovy předpisy jsou správné, působí radost v srdci.",not available,false
,ol242.pdf,3022,Ať nám Hospodin žehná po všechny dny našeho života.,not available,false
,ol242.mp3,3022,Ať nám Hospodin žehná po všechny dny našeho života.,not available,false
,ol243.pdf,3024,"Nasyť nás, Pane, svou slitovností, abychom se radovali.",not available,false
,ol243.mp3,3024,"Nasyť nás, Pane, svou slitovností, abychom se radovali.",not available,false
,ol78.pdf,3026,"Ať spočine na nás, Hospodine, tvé milosrdenství, jak doufáme v tebe.",not available,false
,ol78.mp3,3026,"Ať spočine na nás, Hospodine, tvé milosrdenství, jak doufáme v tebe.",not available,false
,ol16.pdf,3027,"Velkou věc s námi učinil Hospodin, naplnila nás radost.",not available,false
,ol16.mp3,3027,"Velkou věc s námi učinil Hospodin, naplnila nás radost.",not available,false
,ol246.pdf,3029,"Miluji tě, Hospodine, má sílo!",not available,false
,ol246.mp3,3029,"Miluji tě, Hospodine, má sílo!",not available,false
,ol120.pdf,3039,"Ochraň mě, Bože, neboť se k tobě utíkám.",not available,false
,ol120.mp3,3039,"Ochraň mě, Bože, neboť se k tobě utíkám.",not available,false
,ol190.pdf,3040,"Hle, přicházím, Pane, splnit tvou vůli.",not available,false
,ol190.mp3,3040,"Hle, přicházím, Pane, splnit tvou vůli.",not available,false
,ol24.pdf,3042,"Ukaž mi své cesty, Hospodine!",not available,false
,ol24.mp3,3042,"Ukaž mi své cesty, Hospodine!",not available,false
,ol86.pdf,3044,Kéž byste dnes uposlechli jeho hlasu! Nezatvrzujte svá srdce!,not available,false
,ol86.mp3,3044,Kéž byste dnes uposlechli jeho hlasu! Nezatvrzujte svá srdce!,not available,false
,ol12.pdf,3045,"Chvalte Hospodina, který uzdravuje ty, jimž puká srdce.",not available,false
,ol12.mp3,3045,"Chvalte Hospodina, který uzdravuje ty, jimž puká srdce.",not available,false
,ol196.pdf,3047,"Tys mé útočiště, zahrneš mě radostí ze záchrany.",not available,false
,ol196.mp3,3047,"Tys mé útočiště, zahrneš mě radostí ze záchrany.",not available,false
,ol199.pdf,3049,"Uzdrav mě, Pane, zhřešil jsem proti tobě.",not available,false
,ol199.mp3,3049,"Uzdrav mě, Pane, zhřešil jsem proti tobě.",not available,false
,ol197.pdf,3051,Hospodin je milosrdný a milostivý.,not available,false
,ol197.mp3,3051,Hospodin je milosrdný a milostivý.,not available,false
,ol203.pdf,3053,"Plesejte Bohu, který nám pomáhá.",not available,false
,ol203.mp3,3053,"Plesejte Bohu, který nám pomáhá.",not available,false
,ol76.pdf,3055,"U Hospodina je slitování, hojné u něho je vykoupení.",not available,false
,ol76.mp3,3055,"U Hospodina je slitování, hojné u něho je vykoupení.",not available,false
,ol201.pdf,3056,Dobré je chválit Hospodina.,not available,false
,ol201.mp3,3056,Dobré je chválit Hospodina.,not available,false
,ol207.pdf,3058,"Oslavujte Hospodina, neboť na věky trvá jeho milosrdenství.",not available,false
,ol207.mp3,3058,"Oslavujte Hospodina, neboť na věky trvá jeho milosrdenství.",not available,false
,ol135.pdf,3060,"Hospodin kraluje, oděl se velebností.",not available,false
,ol135.mp3,3060,"Hospodin kraluje, oděl se velebností.",not available,false
,ol324.pdf,3063,Země je plná Hospodinovy milosti.,not available,false
,ol324.mp3,3063,Země je plná Hospodinovy milosti.,not available,false
,ol327.pdf,3064,Hospodin je milosrdný a milostivý.,not available,false
,ol328.pdf,3065,"Hospodinova láska od věků pro ty, kdo se ho bojí.",not available,false
,ol280.pdf,3066,Nezapomínejte na Boží skutky!,not available,false
,ol280.mp3,3066,Nezapomínejte na Boží skutky!,not available,false
,ol283.pdf,3067,"Ty, Hospodine, vládneš nade vším.",not available,false
,ol283.mp3,3067,"Ty, Hospodine, vládneš nade vším.",not available,false
,ol276.pdf,3068,"Vstaň, Hospodine, vejdi na místo svého odpočinku ty i tvá vznešená archa.",not available,false
,ol276.mp3,3068,"Vstaň, Hospodine, vejdi na místo svého odpočinku ty i tvá vznešená archa.",not available,false
,ol273.pdf,3070,Pán Bůh mu dá trůn jeho otce Davida.,not available,false
,ol273.mp3,3070,Pán Bůh mu dá trůn jeho otce Davida.,not available,false
,ol64.pdf,3071,Pán dá požehnání a pokoj svému lidu.,not available,false
,ol64.mp3,3071,Pán dá požehnání a pokoj svému lidu.,not available,false
,ol51.pdf,3073,"Bože, buď milostiv a žehnej nám!",not available,false
,ol51.mp3,3073,"Bože, buď milostiv a žehnej nám!",not available,false
,ol65.pdf,3076,Budete vážit vodu s radostí z pramenů spásy.,not available,false
,ol65.mp3,3076,Budete vážit vodu s radostí z pramenů spásy.,not available,false
,ol187.pdf,3078,Vezmu kalich spásy a budu vzývat jméno Hospodinovo.,not available,false
,ol187.mp3,3078,Vezmu kalich spásy a budu vzývat jméno Hospodinovo.,not available,false
,ol35.pdf,3081,"Na věky budu zpívat o tvém milosrdenství, Hospodine.",not available,false
,ol35.mp3,3081,"Na věky budu zpívat o tvém milosrdenství, Hospodine.",not available,false
,ol36.pdf,3082,Na věky chci zpívat o Hospodinových milostech.,not available,false
,ol36.mp3,3082,Na věky chci zpívat o Hospodinových milostech.,not available,false
,ol37.pdf,3083,"Dnes se nám narodil Spasitel, Kristus Pán.",not available,false
,ol37.mp3,3083,"Dnes se nám narodil Spasitel, Kristus Pán.",not available,false
,ol39.pdf,3088,Všechny končiny země viděly spásu od našeho Boha.,not available,false
,ol39.mp3,3088,Všechny končiny země viděly spásu od našeho Boha.,not available,false
,ol52.pdf,3089,Slovo se stalo tělem a přebývalo mezi námi.,not available,false
,ol52.mp3,3089,Slovo se stalo tělem a přebývalo mezi námi.,not available,false
,ol42.pdf,3090,"Blaze každému, kdo se bojí Hospodina.",not available,false
,ol42.mp3,3090,"Blaze každému, kdo se bojí Hospodina.",not available,false
,ol59.pdf,3093,"Budou se ti, Hospodine, klanět všechny národy.",not available,false
,ol59.mp3,3093,"Budou se ti, Hospodine, klanět všechny národy.",not available,false
,ol3.pdf,3094,"Bože, obnov nás, rozjasni svou tvář a budeme spaseni.",not available,false
,ol3.mp3,3094,"Bože, obnov nás, rozjasni svou tvář a budeme spaseni.",not available,false
,ol22.pdf,3096,Duch můj plesá v Bohu mém!,not available,false
,ol22.mp3,3096,Duch můj plesá v Bohu mém!,not available,false
,ol29.pdf,3098,Na věky chci zpívat o Hospodinových milostech.,not available,false
,ol29.mp3,3098,Na věky chci zpívat o Hospodinových milostech.,not available,false
,ol70.pdf,3100,"Všechno tvé jednání, Hospodine, je láska a věrnost pro ty, kdo plní tvou smlouvu.",not available,false
,ol70.mp3,3100,"Všechno tvé jednání, Hospodine, je láska a věrnost pro ty, kdo plní tvou smlouvu.",not available,false
,ol79.pdf,3103,Budu kráčet před Hospodinem v zemi živých.,not available,false
,ol79.mp3,3103,Budu kráčet před Hospodinem v zemi živých.,not available,false
,ol88.pdf,3104,"Pane, ty máš slova věčného života.",not available,false
,ol88.mp3,3104,"Pane, ty máš slova věčného života.",not available,false
,ol97.pdf,3105,"Vyslyš nás, Pane, a vysvoboď nás!",not available,false
,ol97.mp3,3105,"Vyslyš nás, Pane, a vysvoboď nás!",not available,false
,ol104.pdf,3107,"Stvoř mi čisté srdce, Bože!",not available,false
,ol104.mp3,3107,"Stvoř mi čisté srdce, Bože!",not available,false
,ol111.pdf,3109,"Bože můj, Bože můj, proč jsi mě opustil?",not available,false
,ol111.mp3,3109,"Bože můj, Bože můj, proč jsi mě opustil?",not available,false
,ol112.pdf,3110,Hospodin je mé světlo a má spása.,not available,false
,ol112.mp3,3110,Hospodin je mé světlo a má spása.,not available,false
,ol113.pdf,3111,Ústa má budou vyprávět o tvé spravedlnosti.,not available,false
,ol113.mp3,3111,Ústa má budou vyprávět o tvé spravedlnosti.,not available,false
,ol114.pdf,3112,"Vyslyš mě, Hospodine, ve své veliké lásce.",not available,false
,ol114.mp3,3112,"Vyslyš mě, Hospodine, ve své veliké lásce.",not available,false
,ol115.pdf,3113,Na věky chci zpívat o Hospodinových milostech.,not available,false
,ol115.mp3,3113,Na věky chci zpívat o Hospodinových milostech.,not available,false
,ol116.pdf,3114,Kalich požehnání je společenstvím krve Kristovy.,http://web.archive.org/web/20250117102338/https://zpevnik.proscholy.cz/soubor/ol116.pdf,false
,ol118.pdf,3115,"Sešli svého Ducha, Pane, a obnov tvářnost země.",not available,false
,ol118.mp3,3115,"Sešli svého Ducha, Pane, a obnov tvářnost země.",not available,false
,ol119.pdf,3116,Země je plná Hospodinovy milosti.,not available,false
,ol119.mp3,3116,Země je plná Hospodinovy milosti.,not available,false
,ol121.pdf,3118,"Hospodinu chci zpívat, neboť je velmi vznešený.",not available,false
,ol121.mp3,3118,"Hospodinu chci zpívat, neboť je velmi vznešený.",not available,false
,ol712.pdf,3120,Budete vážit vodu s radostí z pramenů spásy.,not available,false
,ol712.mp3,3120,Budete vážit vodu s radostí z pramenů spásy.,not available,false
,ol122.pdf,3121,"Jako laň prahne po vodních bystřinách, tak prahne má duše po tobě, Bože.",not available,false
,ol122.mp3,3121,"Jako laň prahne po vodních bystřinách, tak prahne má duše po tobě, Bože.",not available,false
,ol123.pdf,3122,"Stvoř mi čisté srdce, Bože!",not available,false
,ol123.mp3,3122,"Stvoř mi čisté srdce, Bože!",not available,false
,ol346.pdf,3123,"Aleluja, aleluja, aleluja.",not available,false
,ol346.mp3,3123,"Aleluja, aleluja, aleluja.",not available,false
,ol124.pdf,3124,"Toto je den, který připravil Pán, jásejme a radujme se z něho.",not available,false
,ol124.mp3,3124,"Toto je den, který připravil Pán, jásejme a radujme se z něho.",not available,false
,ol275.pdf,3131,"Blaze muži, který se slitovává a půjčuje.",not available,false
,ol275.mp3,3131,"Blaze muži, který se slitovává a půjčuje.",not available,false
,ol345.pdf,3132,Drahocenná je v Hospodinových očích smrt jeho zbožných.,not available,false
,ol345.mp3,3132,Drahocenná je v Hospodinových očích smrt jeho zbožných.,not available,false
,ol345.mp3,3132,Drahocenná je v Hospodinových očích smrt jeho zbožných.,not available,false
,ol279.pdf,3133,Radostí zajásám v Pánu.,not available,false
,ol279.mp3,3133,Radostí zajásám v Pánu.,not available,false
,ol281.pdf,3134,"Zachraň mě svou slitovností, Hospodine!",not available,false
,ol281.mp3,3134,"Zachraň mě svou slitovností, Hospodine!",not available,false
,ol282.pdf,3135,"Blaze těm, kdo kráčejí v zákoně Hospodinově.",not available,false
,ol282.mp3,3135,"Blaze těm, kdo kráčejí v zákoně Hospodinově.",not available,false
,ol284.pdf,3136,"Budu ti hrát, Hospodine, před anděly.",not available,false
,ol284.mp3,3136,"Budu ti hrát, Hospodine, před anděly.",not available,false
,ol286.pdf,3137,"To je pokolení těch, kdo hledají tvář tvou, Hospodine.",not available,false
,ol286.mp3,3137,"To je pokolení těch, kdo hledají tvář tvou, Hospodine.",not available,false
,ol99.pdf,3138,"Proudy bystřin jsou k radosti Božímu městu, přesvatému stánku Nejvyššího.",not available,false
,ol99.mp3,3138,"Proudy bystřin jsou k radosti Božímu městu, přesvatému stánku Nejvyššího.",not available,false
,jsi-muj-pan.mp3,3203,Jsi můj Pán,not available,false
,od-otce-jednorozeny.mp3,3264,Od Otce jednorozený,not available,false
,tebou-promenen.pdf,3309,Tebou proměněn,http://web.archive.org/web/20241204021250/https://zpevnik.proscholy.cz/soubor/tebou-promenen.pdf,false
,Aleluja,3323,Aleluja,http://web.archive.org/web/20240901123437/https://zpevnik.proscholy.cz/soubor/Aleluja,false
,mezihra-fletny-velikonocni-hymnus.pdf,3396,Velikonoční hymnus,http://web.archive.org/web/20251010002044/https://zpevnik.proscholy.cz/soubor/mezihra-fletny-velikonocni-hymnus.pdf,false
,predehra-dohra-velikonocni-hymnus.pdf,3396,Velikonoční hymnus,not available,false
,adventni-cas.png,3422,Adventní čas,not available,false
,boyce-aleluja-turk.pdf,3463,Aleluja (kánon),not available,false
,regina-caeli-korejs-4h.jpg,3477,Regina caeli laetare,not available,false
,veni-creator-spiritus.mp3,3483,Veni Creator Spiritus,not available,false
,vesel-se-panno-oprava-1.pdf,3517,"Vesel se, Panno",not available,false
,matko-pane.jpg,3528,"Matko Páně, nebes bráno",not available,false
,o-slavna-panno-maria-1.pdf,3531,"Ó, slavná Panno Maria",not available,false
,poutnicka-pisen.pdf,3535,Poutnická,not available,false
,zdravas-maria-panno-nastroje.pdf,3537,"Zdrávas, Maria Panno",not available,false
,zdravas-maria-panno.pdf,3537,"Zdrávas, Maria Panno",http://web.archive.org/web/20250803195557/https://zpevnik.proscholy.cz/soubor/zdravas-maria-panno.pdf,false
,diky-ti-vzdavam-sloky-refy.pdf,3661,Díky Ti vzdávám,not available,false
,diky-ti-vzdavam-vicehlas.pdf,3661,Díky Ti vzdávám,not available,false
,moji-radosti-3.pdf,3666,Mojí radostí,not available,false
,643.pdf,3684,"Slyš, dcero",not available,false
,695.pdf,3686,"Aleluja, aleluja, aleluja",not available,false
,kyrie-kunc.pdf,3707,Kyrie,not available,false
,ty-jsi-2-3-sl.pdf,3712,Ty jsi,not available,false
,vecerni-modlitba.pdf,3713,Večerní modlitba,not available,false
,zalm-31.mp4,3714,Žalm 31,not available,false
,bud-od-nas-vsech-pozdravena.pdf,3726,Buď od nás všech pozdravena,not available,false
,15-varalo.mp3,3781,Hora Varalo,not available,false
,pastorela-kypta.pdf,3822,Pastorela in A,not available,false
,109.pdf,3866,Z milosti tak hojné,not available,false
,o-prevesela-novina-nastroje-wt-a-dur.pdf,3995,Ó převeselá novina,not available,false
,sekvence-velikonocni-latinsky.jpg,4028,Victime paschali laudes,not available,false
,12-1-zms-1-chvala-tobe-mucka-chaloupsky.pdf,4049,"Chvála Tobě, Kriste, Králi věčné slávy",not available,false
,Spolecenstvi_Narozni_Beranku_Bozi.mp3,4075,Ordinárium - Beránku Boží,not available,false
,ja-jsem-tvuj-buh.mp3,4088,Já jsem tvůj Bůh,not available,false
,pas-beranky-lid.pdf,4098,Pas beránky,http://web.archive.org/web/20240805015353/https://zpevnik.proscholy.cz/soubor/pas-beranky-lid.pdf,false
,pas-beranky-doprovod.pdf,4098,Pas beránky,http://web.archive.org/web/20240804132232/https://zpevnik.proscholy.cz/soubor/pas-beranky-doprovod.pdf,false
,jsi-s-nami-mari-magdaleno-doprovod.pdf,4099,"Jsi s námi, Máří Magdaléno",http://web.archive.org/web/20240802125541/https://zpevnik.proscholy.cz/soubor/jsi-s-nami-mari-magdaleno-doprovod.pdf,false
,jsi-s-nami-mari-magdaleno-lid.pdf,4099,"Jsi s námi, Máří Magdaléno",http://web.archive.org/web/20240802144700/https://zpevnik.proscholy.cz/soubor/jsi-s-nami-mari-magdaleno-lid.pdf,false
,choralni-aleluja-pred-evangeliem.pdf,4103,Chorální aleluja před evangeliem,http://web.archive.org/web/20240802190342/https://zpevnik.proscholy.cz/soubor/choralni-aleluja-pred-evangeliem.pdf,false
,ceske-choralni-ordinarium-zpevni-part-lidu.pdf,4104,České chorální ordinárium,http://web.archive.org/web/20240805145000/https://zpevnik.proscholy.cz/soubor/ceske-choralni-ordinarium-zpevni-part-lidu.pdf,false
,ceske-choralni-ordinarium-varhanni-doprovod.pdf,4104,České chorální ordinárium,not available,false
,bozi-rodicko-instrumentace-turk.pdf,4105,Boží rodičko,not available,false
,bozi-rodicko-korejs.pdf,4105,Boží rodičko,not available,false
,bozi-rodicko-zpev.pdf,4105,Boží rodičko,not available,false
,kriste-rozkosi-andelska-instrumentace-turk.pdf,4106,"Kriste, rozkoši andělská",not available,false
,kriste-rozkosi-andelska-zpev.pdf,4106,"Kriste, rozkoši andělská",not available,false
,spartito-inno-giubileo-completo-italiano.pdf,4108,Pellegrini di speranza,http://web.archive.org/web/20251009224749/https://zpevnik.proscholy.cz/soubor/spartito-inno-giubileo-completo-italiano.pdf,false
,cappellagsv-sistina-inno-giubileo.mp3,4108,Pellegrini di speranza,not available,false
,kde-je-laska-opravdiva-vd.pdf,4109,Kde je láska opravdivá,not available,false
,kde-je-laska-opravdiva-upr.mp3,4109,Kde je láska opravdivá,not available,false
,zdrava-bud-kralovno-nebe.pdf,4111,"Zdráva buď, Královno nebe",http://web.archive.org/web/20250325225346/https://zpevnik.proscholy.cz/soubor/zdrava-bud-kralovno-nebe.pdf,false
,mariansky-sbor-micka-1.pdf,4112,Mariánský sbor,not available,false
,zdravas-hvezdo-1.pdf,4113,"Zdrávas, hvězdo mořská",not available,false
,zdravas-hvezdo-nastroje.pdf,4113,"Zdrávas, hvězdo mořská",not available,false
,parafraze-alma-redemptoris-mater.pdf,4114,Parafráze antifony Alma redemptoris mater,not available,false
,ordinarium-pro-mse-s-detmi-karel-cikrle.pdf,4115,Ordinarium pro mše s dětmi,not available,false
,ordinarium-pro-mse-s-detmi-dopr.tisk-karel-cikrle.pdf,4115,Ordinarium pro mše s dětmi,not available,false
,aleluja-marianske-obecne.pdf,4116,Aleluja (mariánské–obecné),not available,false
,olejnik-budou-me-blahoslavit.pdf,4117,Budou mě blahoslavit,not available,false
,fiala-zdravas-kralovno-zpev.pdf,4118,"Zdrávas, Královno",not available,false
,fiala-zdravas-kralovno-komplet.pdf,4118,"Zdrávas, Královno",not available,false
,o-nanebevzeti.pdf,4152,O nanebevzetí blahoslavené Panny Marie,not available,false
,cyrile-a-metodeji.pdf,4153,Cyrile a Metoději,not available,false
,hvezdy-dve.pdf,4154,Hvězdy dvě,not available,false
,pisen-k-sv-anezce-sbor.pdf,4159,Píseň k sv. Anežce České,not available,false
,pisen-k-sv-anezce-doprovod.pdf,4159,Píseň k sv. Anežce České,not available,false
,svaty-michaeli-kunc.pdf,4160,Svatý Michaeli,not available,false
,sluzebniku-dobry-a-verny.pdf,4161,Služebníku dobrý a věrný,not available,false
,vsech-mucedniku-vykvete-korejs.pdf,4162,Všech mučedníků výkvěte,not available,false
,cecilka-2013-mucka.pdf,4165,Oslavujme s radostí svatou Cecílii,not available,false
,proprium-cm-prihoda.pdf,4166,Proprium na slavnost sv. Cyrila a Metoděje,not available,false
,svata-cecilie-michal-altrichter3.pdf,4167,Píseň ke sv. Cecílii,not available,false
,svatocecilske-setkani-2014.pdf,4168,Svatá Cecílie je jedna z prozíravých panen,http://web.archive.org/web/20251010004145/https://zpevnik.proscholy.cz/soubor/svatocecilske-setkani-2014.pdf,false
,svatocecilske-setkani-2014.pdf,4169,Mé tělo je skutečný pokrm,http://web.archive.org/web/20251010004145/https://zpevnik.proscholy.cz/soubor/svatocecilske-setkani-2014.pdf,false
,ty-jsi-vitez.mp3,4172,Ty jsi vítěz,not available,false
,frantisek-fiala-co-jiz-davni-proroci.pdf,4195,Co již dávní proroci (FF),not available,false
,frantisek-fiala-ticha-noc.pdf,4196,Tichá noc (FF),http://web.archive.org/web/20250727071447/https://zpevnik.proscholy.cz/soubor/frantisek-fiala-ticha-noc.pdf,false
,ticha-noc-organo.pdf,4196,Tichá noc (FF),http://web.archive.org/web/20250805120736/https://zpevnik.proscholy.cz/soubor/ticha-noc-organo.pdf,false
,ticha-noc-violoncelli-contrabasso.pdf,4196,Tichá noc (FF),not available,false
,ticha-noc-violini-ii.pdf,4196,Tichá noc (FF),not available,false
,ticha-noc-violini-i.pdf,4196,Tichá noc (FF),http://web.archive.org/web/20250806063104/https://zpevnik.proscholy.cz/soubor/ticha-noc-violini-i.pdf,false
,ticha-noc-viole.pdf,4196,Tichá noc (FF),not available,false
,ticha-noc-zpev.pdf,4196,Tichá noc (FF),http://web.archive.org/web/20241202222121/https://zpevnik.proscholy.cz/soubor/ticha-noc-zpev.pdf,false
,pojd-o-duse.pdf,4197,"Pojď, ó duše",not available,false
,hatina-pohr.-respons.-3.pdf,4198,Myslel jsi na mě,not available,false
,hatina-pohr.-respons.-4.pdf,4199,"Věřím, že můj Vykupitel žije",not available,false
,hatina-pohr.-respons.-5.pdf,4200,Tvůj přítel Lazar,not available,false
,aleluja-ondra-1.pdf,4201,"Aleluja (Otevři, Pane)",http://web.archive.org/web/20250811215208/https://zpevnik.proscholy.cz/soubor/aleluja-ondra-1.pdf,false
,aleluja-pred-evangeliem-zms-turk.pdf,4207,Aleluja před evangeliem (2015),not available,false
,aleluja-pred-evangeliem-turk.pdf,4208,Aleluja před evangeliem (2014),not available,false
,EvK594.pdf,4248,Hospodin ráčí sám pastýř můj býti,not available,false
,EvK609.pdf,4258,"Pán Bůh je síla má, všecka obrana má",not available,false
,EvK686.pdf,4329,"Pod ochranou Nejvyššího rozvesel se, duše má",not available,false
,EvK418.pdf,4352,"Oči všech se upírají s důvěrou k tobě, Pane",http://web.archive.org/web/20250810092519/https://zpevnik.proscholy.cz/soubor/EvK418.pdf,false
,EvK359.pdf,4382,"Z hlubokosti volám k tobě, slyš, Bože, křik",not available,false
,EvK472.pdf,4388,"Jak rozkošné a milé, když bratři s druhem druh",not available,false
,EvK546.pdf,4406,"Svou oslav Pána písní, jak nejlíp dovedeš",not available,false
,EvK585.pdf,4413,"Vzdávám ti, Bože, chválu svou, zpívat chci píseň",not available,false
,EvK255.pdf,4474,"Přijď, Králi věčný náš, jenž vše v své moci máš",not available,false
,EvK518.pdf,4475,"Kdo je mocný jak Ty, Hospodine",not available,false
,EvK493.pdf,4490,Buď Pánu čest! Ó pějte píseň chvály,not available,false
,EvK422.pdf,4495,"Vše, co má dýchání, na věky chval Hospodina",not available,false
,EvK519.pdf,4512,"Kdo na kolenou klečí, vídá dál",not available,false
,EvK334.pdf,4518,"Bože, Otče věčnosti, Stvořiteli mocný",http://web.archive.org/web/20251209144723/https://zpevnik.proscholy.cz/soubor/EvK334.pdf,false
,EvK341.pdf,4519,"Ježíš hříšné přijímá! Povězte to všem, kdo bloudí",not available,false
,EvK313.pdf,4538,Vy v Boží jméno pokřtění,not available,false
,EvK535.pdf,4574,"Od věků Bůh, od věků Král. Ve víře v něj je sláva",not available,false
,EvK694.pdf,4576,Dona nobis pacem,not available,false
,EvK532.pdf,4580,"Ó Pane můj, nenech mne být",not available,false
,EvK244.pdf,4586,Král věčný nás požehnej požehnáním svatým,not available,false
,EK468-2.pdf,4593,"Ach, zůstaň svou milostí při nás, Pane Kriste",not available,false
,EvK263.pdf,4594,"Tvé požehnání, dobrý Otče, nás cestou žití sprovázej",not available,false
,EvK541.pdf,4677,"Pane, ty jsi hoden chvály, chci ti zpívat",not available,false
,EvK110.pdf,4679,"Nevinnost přemilá, co jsi učinila",not available,false
,EvK124.pdf,4680,Tvůj kříž mi září v temnotách,not available,false
,EvK152.pdf,4691,"Veleben Bůh buď, jeho čin",not available,false
,EvK136.pdf,4700,"Dnes oslav, celá země, Kristovo vzkříšení",not available,false
,146.pdf,4705,"Přemohl Ježíš smrti noc, z hrobu vstal",not available,false
,EvK184.pdf,4722,"Zavítej k nám, Duchu svatý, s Otcem, s Synem",not available,false
,EvK182.pdf,4724,Studně nepřevážená všech božských milostí,not available,false
,EvK186.pdf,4731,"Buď sláva Bohu, chvála Otci, který stvořil zemi",not available,false
,EvK576.pdf,4750,"Proč se svět marností, bohatstvím honosí",http://web.archive.org/web/20251115184843/https://zpevnik.proscholy.cz/soubor/EvK576.pdf,false
,EvK229.pdf,4751,"Život nám ubíhá, den za dnem plyne",http://web.archive.org/web/20251115192030/https://zpevnik.proscholy.cz/soubor/EvK229.pdf,false
,EvK393.pdf,4761,"Díky Bohu vzdejme, Králi nebeskému",not available,false
,EvK413.pdf,4772,Zlatá když sluneční záře se objeví,not available,false
,EvK434.pdf,4786,Již objal soumrak zemi a tiché uklidnění konejší,http://web.archive.org/web/20250807025953/https://zpevnik.proscholy.cz/soubor/EvK434.pdf,false
,EvK436.pdf,4796,"Když soumrak zháší světlo, noc se blíží",http://web.archive.org/web/20250810100613/https://zpevnik.proscholy.cz/soubor/EvK436.pdf,false
,EvK716.pdf,4811,K dílu svému mile sahám,not available,false
,EZ_683_kytara.pdf,4818,Až doposud nás provází Pán velkou milostí svou,not available,false
,EvK684.pdf,4821,"Pán Bůh je láska, to z Písma víš",not available,false
,EvK563.pdf,4830,"Dobře staví, kdo zná a ví, jak má v Boha doufati",not available,false
,EvK107.pdf,4840,"Má víra pohlíží, Beránku na kříži, do tvých těch ran",not available,false
,EvK680.pdf,4842,"Ó, ujmi ruku moji a veď mne sám",not available,false
,EvK620.pdf,4845,"V tvé síle, Pane Bože můj, všem bouřím vzdoruji",not available,false
,EvK676.pdf,4847,"Někdo mě vede za ruku, když bojím se jít tmou",http://web.archive.org/web/20250909174213/https://zpevnik.proscholy.cz/soubor/EvK676.pdf,false
,EvK356.pdf,4853,"Tak, jaký jsem – ač nemám nic",not available,false
,EvK565.pdf,4871,Já v Boha milého doufám dne každého,not available,false
,EvK461.pdf,4877,"Tvá, Pane Kriste, věc to jest, jež nám zde svěřena",not available,false
,EvK396.pdf,4882,"Hory, doly, stráně, nebesa i zem, zvučte ke cti",not available,false
,EvK211.pdf,4892,"Slunce pravdy, milosti, ze tmy již nás vyprosti",not available,false
,EvK158.pdf,4896,Kristus má v rukou celý svět,not available,false
,karol-frydrych-vanocni-aleluja-pred-evangeliem-2023.pdf,4924,Vánoční aleluja před evangeliem (2023),http://web.archive.org/web/20250117105447/https://zpevnik.proscholy.cz/soubor/karol-frydrych-vanocni-aleluja-pred-evangeliem-2023.pdf,false
,karol-frydrych-preludia-na-pisne-222-a-225.pdf,4925,Preludium na píseň Veselé vánoční hody,http://web.archive.org/web/20250809210727/https://zpevnik.proscholy.cz/soubor/karol-frydrych-preludia-na-pisne-222-a-225.pdf,false
,karol-frydrych-preludia-na-pisne-222-a-225.pdf,4926,Preludium na píseň Nesem vám noviny,http://web.archive.org/web/20250809210727/https://zpevnik.proscholy.cz/soubor/karol-frydrych-preludia-na-pisne-222-a-225.pdf,false
,hubertska-mse-es-dur-komplet-score-and-parts-2025.pdf,4933,Hubertská mše Es-Dur pro 4 lesnice a smíšený sbor,not available,false
,lk-cbk-2024-02-svatohubertska.pdf,4933,Hubertská mše Es-Dur pro 4 lesnice a smíšený sbor,not available,false
,chalp-advent-4-00-ne-com-iz-7-zl019-zch09-odpch09d.pdf,4935,"Hle, panna počne a porodí syna",not available,false
,chalp-a-sdh-offertorium-ke-svatemu-muzi-pch.pdf,4938,"Slavme dnešní svátek muže ctného, svatého",not available,false
,ordinarium-pr-full-score.pdf,4964,Ordinárium PR,not available,false
,lk-ptak-becvar-vyjadreni.pdf,4964,Ordinárium PR,not available,false
,ordinarium-pr.mp3,4964,Ordinárium PR,not available,false
,alegra-te-o-jerusalem-entrada.pdf,4965,"Alegra-te, ó Jerusalém",not available,false
,povo-do-senhor-salmo.pdf,4966,Povo do Senhor,not available,false
,viva-jesus-dons.pdf,4967,Viva Jesus!,not available,false
,iec2o23-himno-partituras-estrofa.pdf,4968,En torno a tu mesa,not available,false
,himno-del-congreso-eucaristico-2024-versioncoral.pdf,4968,En torno a tu mesa,not available,false
,noty-misto-pod-krizem.pdf,4979,Místo pod křížem,not available,false
,12-1-zms-2-chvala-tobe-pololanik-fiala.pdf,4981,"Chvála Tobě, Kriste, Králi věčné slávy",not available,false
,11-3-zms-aleluja-aleluja-pololanik.pdf,4982,"Aleluja, aleluja, aleluja",not available,false
